scenario_id,condition,generated_at,is_valid,invalid_reason,compliance_mL_per_cmH2O,resistance_cmH2O_L_s,respiratory_rate,tidal_volume_mL,tidal_volume_mL_per_kg,ie_ratio,peep_cmH2O,flow_pattern,ppeak_cmH2O,pplat_cmH2O,driving_p_cmH2O,mean_paw_cmH2O,auto_peep_cmH2O,delivered_vt_mL,minute_vent_L
VCV_COPD_C060_R014_VT06_RR024_PEEP08_IE033_DEC,COPD,2026-05-07T05:39:53.291932+00:00,True,,60.0,14.0,24,420.0,6.0,0.33,8,decelerating,28.04,15.11,7.11,12.2,0.86,413.03,9.913
VCV_COPD_C060_R014_VT06_RR024_PEEP16_IE100_SQR,COPD,2026-05-07T05:39:53.292317+00:00,True,,60.0,14.0,24,420.0,6.0,1.0,16,square,29.78,23.0,7.0,21.42,2.07,416.64,9.999
VCV_COPD_C060_R014_VT06_RR024_PEEP16_IE100_DEC,COPD,2026-05-07T05:39:53.292703+00:00,True,,60.0,14.0,24,420.0,6.0,1.0,16,decelerating,28.34,23.06,7.06,21.99,2.09,416.64,9.999
VCV_COPD_C060_R014_VT06_RR024_PEEP16_IE050_SQR,COPD,2026-05-07T05:39:53.293104+00:00,True,,60.0,14.0,24,420.0,6.0,0.5,16,square,31.15,22.97,6.97,20.29,1.13,413.28,9.919
VCV_COPD_C060_R014_VT06_RR024_PEEP16_IE050_DEC,COPD,2026-05-07T05:39:53.293500+00:00,True,,60.0,14.0,24,420.0,6.0,0.5,16,decelerating,31.42,23.06,7.06,20.68,1.14,413.28,9.919
VCV_COPD_C060_R014_VT06_RR024_PEEP16_IE033_SQR,COPD,2026-05-07T05:39:53.293898+00:00,True,,60.0,14.0,24,420.0,6.0,0.33,16,square,33.32,23.0,7.0,19.88,0.85,413.03,9.913
VCV_COPD_C060_R014_VT06_RR024_PEEP16_IE033_DEC,COPD,2026-05-07T05:39:53.294293+00:00,True,,60.0,14.0,24,420.0,6.0,0.33,16,decelerating,36.04,23.11,7.11,20.2,0.86,413.03,9.913
VCV_COPD_C060_R014_VT06_RR024_PEEP20_IE100_SQR,COPD,2026-05-07T05:39:53.294704+00:00,True,,60.0,14.0,24,420.0,6.0,1.0,20,square,33.78,27.0,7.0,25.42,2.07,416.64,9.999
VCV_COPD_C060_R014_VT06_RR024_PEEP20_IE100_DEC,COPD,2026-05-07T05:39:53.295088+00:00,True,,60.0,14.0,24,420.0,6.0,1.0,20,decelerating,32.34,27.06,7.06,25.99,2.09,416.64,9.999
VCV_COPD_C060_R014_VT06_RR024_PEEP20_IE050_SQR,COPD,2026-05-07T05:39:53.295485+00:00,True,,60.0,14.0,24,420.0,6.0,0.5,20,square,35.15,26.97,6.97,24.29,1.13,413.28,9.919
VCV_COPD_C060_R014_VT06_RR024_PEEP20_IE050_DEC,COPD,2026-05-07T05:39:53.295882+00:00,True,,60.0,14.0,24,420.0,6.0,0.5,20,decelerating,35.42,27.06,7.06,24.68,1.14,413.28,9.919
VCV_COPD_C060_R014_VT06_RR024_PEEP20_IE033_SQR,COPD,2026-05-07T05:39:53.296277+00:00,True,,60.0,14.0,24,420.0,6.0,0.33,20,square,37.32,27.0,7.0,23.88,0.85,413.03,9.913
VCV_COPD_C060_R014_VT06_RR024_PEEP20_IE033_DEC,COPD,2026-05-07T05:39:53.296672+00:00,True,,60.0,14.0,24,420.0,6.0,0.33,20,decelerating,40.04,27.11,7.11,24.2,0.86,413.03,9.913
VCV_COPD_C060_R014_VT06_RR030_PEEP00_IE100_SQR,COPD,2026-05-07T05:39:53.297052+00:00,True,,60.0,14.0,30,420.0,6.0,1.0,0,square,15.99,7.0,7.0,6.51,3.11,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP00_IE100_DEC,COPD,2026-05-07T05:39:53.297434+00:00,True,,60.0,14.0,30,420.0,6.0,1.0,0,decelerating,15.21,7.07,7.07,7.08,3.14,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP00_IE050_SQR,COPD,2026-05-07T05:39:53.297826+00:00,True,,60.0,14.0,30,420.0,6.0,0.5,0,square,17.69,7.04,7.04,5.2,1.84,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP00_IE050_DEC,COPD,2026-05-07T05:39:53.298219+00:00,True,,60.0,14.0,30,420.0,6.0,0.5,0,decelerating,19.71,7.14,7.14,5.62,1.86,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP00_IE033_SQR,COPD,2026-05-07T05:39:53.298607+00:00,True,,60.0,14.0,30,420.0,6.0,0.33,0,square,20.34,7.05,7.05,4.72,1.43,414.72,12.442
VCV_COPD_C060_R014_VT06_RR030_PEEP00_IE033_DEC,COPD,2026-05-07T05:39:53.298995+00:00,True,,60.0,14.0,30,420.0,6.0,0.33,0,decelerating,25.44,7.19,7.19,5.07,1.46,414.72,12.442
VCV_COPD_C060_R014_VT06_RR030_PEEP08_IE100_SQR,COPD,2026-05-07T05:39:53.299375+00:00,True,,60.0,14.0,30,420.0,6.0,1.0,8,square,23.99,15.0,7.0,14.51,3.11,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP08_IE100_DEC,COPD,2026-05-07T05:39:53.299757+00:00,True,,60.0,14.0,30,420.0,6.0,1.0,8,decelerating,23.21,15.07,7.07,15.08,3.14,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP08_IE050_SQR,COPD,2026-05-07T05:39:53.300145+00:00,True,,60.0,14.0,30,420.0,6.0,0.5,8,square,25.69,15.04,7.04,13.2,1.84,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP08_IE050_DEC,COPD,2026-05-07T05:39:53.300534+00:00,True,,60.0,14.0,30,420.0,6.0,0.5,8,decelerating,27.71,15.14,7.14,13.62,1.86,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP08_IE033_SQR,COPD,2026-05-07T05:39:53.300922+00:00,True,,60.0,14.0,30,420.0,6.0,0.33,8,square,28.34,15.05,7.05,12.72,1.43,414.72,12.442
VCV_COPD_C060_R014_VT06_RR030_PEEP08_IE033_DEC,COPD,2026-05-07T05:39:53.301310+00:00,True,,60.0,14.0,30,420.0,6.0,0.33,8,decelerating,33.44,15.19,7.19,13.07,1.46,414.72,12.442
VCV_COPD_C060_R014_VT06_RR030_PEEP16_IE100_SQR,COPD,2026-05-07T05:39:53.301687+00:00,True,,60.0,14.0,30,420.0,6.0,1.0,16,square,31.99,23.0,7.0,22.51,3.11,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP16_IE100_DEC,COPD,2026-05-07T05:39:53.302068+00:00,True,,60.0,14.0,30,420.0,6.0,1.0,16,decelerating,31.21,23.07,7.07,23.08,3.14,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP16_IE050_SQR,COPD,2026-05-07T05:39:53.302464+00:00,True,,60.0,14.0,30,420.0,6.0,0.5,16,square,33.69,23.04,7.04,21.2,1.84,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP16_IE050_DEC,COPD,2026-05-07T05:39:53.302853+00:00,True,,60.0,14.0,30,420.0,6.0,0.5,16,decelerating,35.71,23.14,7.14,21.62,1.86,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP16_IE033_SQR,COPD,2026-05-07T05:39:53.303244+00:00,True,,60.0,14.0,30,420.0,6.0,0.33,16,square,36.34,23.05,7.05,20.72,1.43,414.72,12.442
VCV_COPD_C060_R014_VT06_RR030_PEEP16_IE033_DEC,COPD,2026-05-07T05:39:53.303635+00:00,True,,60.0,14.0,30,420.0,6.0,0.33,16,decelerating,41.44,23.19,7.19,21.07,1.46,414.72,12.442
VCV_COPD_C060_R014_VT06_RR030_PEEP20_IE100_SQR,COPD,2026-05-07T05:39:53.304016+00:00,True,,60.0,14.0,30,420.0,6.0,1.0,20,square,35.99,27.0,7.0,26.51,3.11,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP20_IE100_DEC,COPD,2026-05-07T05:39:53.304399+00:00,True,,60.0,14.0,30,420.0,6.0,1.0,20,decelerating,35.21,27.07,7.07,27.08,3.14,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP20_IE050_SQR,COPD,2026-05-07T05:39:53.304794+00:00,True,,60.0,14.0,30,420.0,6.0,0.5,20,square,37.69,27.04,7.04,25.2,1.84,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP20_IE050_DEC,COPD,2026-05-07T05:39:53.305193+00:00,True,,60.0,14.0,30,420.0,6.0,0.5,20,decelerating,39.71,27.14,7.14,25.62,1.86,415.8,12.474
VCV_COPD_C060_R014_VT06_RR030_PEEP20_IE033_SQR,COPD,2026-05-07T05:39:53.305580+00:00,True,,60.0,14.0,30,420.0,6.0,0.33,20,square,40.34,27.05,7.05,24.72,1.43,414.72,12.442
VCV_COPD_C060_R014_VT06_RR030_PEEP20_IE033_DEC,COPD,2026-05-07T05:39:53.305971+00:00,True,,60.0,14.0,30,420.0,6.0,0.33,20,decelerating,45.44,27.19,7.19,25.07,1.46,414.72,12.442
VCV_COPD_C060_R014_VT10_RR008_PEEP00_IE100_SQR,COPD,2026-05-07T05:39:53.306424+00:00,True,,60.0,14.0,8,700.0,10.0,1.0,0,square,14.42,11.67,11.67,4.58,0.14,698.13,5.585
VCV_COPD_C060_R014_VT10_RR008_PEEP00_IE100_DEC,COPD,2026-05-07T05:39:53.306878+00:00,True,,60.0,14.0,8,700.0,10.0,1.0,0,decelerating,12.43,11.7,11.7,5.53,0.14,698.13,5.585
VCV_COPD_C060_R014_VT10_RR008_PEEP00_IE050_SQR,COPD,2026-05-07T05:39:53.307342+00:00,True,,60.0,14.0,8,700.0,10.0,0.5,0,square,15.62,11.67,11.67,3.59,0.03,697.2,5.578
VCV_COPD_C060_R014_VT10_RR008_PEEP00_IE050_DEC,COPD,2026-05-07T05:39:53.307807+00:00,True,,60.0,14.0,8,700.0,10.0,0.5,0,decelerating,13.08,11.71,11.71,4.23,0.03,697.2,5.578
VCV_COPD_C060_R014_VT10_RR008_PEEP00_IE033_SQR,COPD,2026-05-07T05:39:53.308281+00:00,True,,60.0,14.0,8,700.0,10.0,0.33,0,square,16.94,11.66,11.66,3.11,0.01,695.9,5.567
VCV_COPD_C060_R014_VT10_RR008_PEEP00_IE033_DEC,COPD,2026-05-07T05:39:53.308758+00:00,True,,60.0,14.0,8,700.0,10.0,0.33,0,decelerating,14.14,11.72,11.72,3.59,0.01,695.9,5.567
VCV_COPD_C060_R014_VT10_RR008_PEEP08_IE100_SQR,COPD,2026-05-07T05:39:53.309212+00:00,True,,60.0,14.0,8,700.0,10.0,1.0,8,square,22.42,19.67,11.67,12.58,0.14,698.13,5.585
VCV_COPD_C060_R014_VT10_RR008_PEEP08_IE100_DEC,COPD,2026-05-07T05:39:53.309667+00:00,True,,60.0,14.0,8,700.0,10.0,1.0,8,decelerating,20.43,19.7,11.7,13.53,0.14,698.13,5.585
VCV_COPD_C060_R014_VT10_RR008_PEEP08_IE050_SQR,COPD,2026-05-07T05:39:53.310127+00:00,True,,60.0,14.0,8,700.0,10.0,0.5,8,square,23.62,19.67,11.67,11.59,0.03,697.2,5.578
VCV_COPD_C060_R014_VT10_RR008_PEEP08_IE050_DEC,COPD,2026-05-07T05:39:53.310589+00:00,True,,60.0,14.0,8,700.0,10.0,0.5,8,decelerating,21.08,19.71,11.71,12.23,0.03,697.2,5.578
VCV_COPD_C060_R014_VT10_RR008_PEEP08_IE033_SQR,COPD,2026-05-07T05:39:53.311061+00:00,True,,60.0,14.0,8,700.0,10.0,0.33,8,square,24.94,19.66,11.66,11.11,0.01,695.9,5.567
VCV_COPD_C060_R014_VT10_RR008_PEEP08_IE033_DEC,COPD,2026-05-07T05:39:53.311534+00:00,True,,60.0,14.0,8,700.0,10.0,0.33,8,decelerating,22.14,19.72,11.72,11.59,0.01,695.9,5.567
VCV_COPD_C060_R014_VT10_RR008_PEEP16_IE100_SQR,COPD,2026-05-07T05:39:53.311989+00:00,True,,60.0,14.0,8,700.0,10.0,1.0,16,square,30.42,27.67,11.67,20.58,0.14,698.13,5.585
VCV_COPD_C060_R014_VT10_RR008_PEEP16_IE100_DEC,COPD,2026-05-07T05:39:53.312442+00:00,True,,60.0,14.0,8,700.0,10.0,1.0,16,decelerating,28.43,27.7,11.7,21.53,0.14,698.13,5.585
VCV_COPD_C060_R014_VT10_RR008_PEEP16_IE050_SQR,COPD,2026-05-07T05:39:53.312904+00:00,True,,60.0,14.0,8,700.0,10.0,0.5,16,square,31.62,27.67,11.67,19.59,0.03,697.2,5.578
VCV_COPD_C060_R014_VT10_RR008_PEEP16_IE050_DEC,COPD,2026-05-07T05:39:53.313365+00:00,True,,60.0,14.0,8,700.0,10.0,0.5,16,decelerating,29.08,27.71,11.71,20.23,0.03,697.2,5.578
VCV_COPD_C060_R014_VT10_RR008_PEEP16_IE033_SQR,COPD,2026-05-07T05:39:53.313847+00:00,True,,60.0,14.0,8,700.0,10.0,0.33,16,square,32.94,27.66,11.66,19.11,0.01,695.9,5.567
VCV_COPD_C060_R014_VT10_RR008_PEEP16_IE033_DEC,COPD,2026-05-07T05:39:53.314319+00:00,True,,60.0,14.0,8,700.0,10.0,0.33,16,decelerating,30.14,27.72,11.72,19.59,0.01,695.9,5.567
VCV_COPD_C060_R014_VT10_RR008_PEEP20_IE100_SQR,COPD,2026-05-07T05:39:53.314778+00:00,True,,60.0,14.0,8,700.0,10.0,1.0,20,square,34.42,31.67,11.67,24.58,0.14,698.13,5.585
VCV_COPD_C060_R014_VT10_RR008_PEEP20_IE100_DEC,COPD,2026-05-07T05:39:53.315234+00:00,True,,60.0,14.0,8,700.0,10.0,1.0,20,decelerating,32.43,31.7,11.7,25.53,0.14,698.13,5.585
VCV_COPD_C060_R014_VT10_RR008_PEEP20_IE050_SQR,COPD,2026-05-07T05:39:53.315698+00:00,True,,60.0,14.0,8,700.0,10.0,0.5,20,square,35.62,31.67,11.67,23.59,0.03,697.2,5.578
VCV_COPD_C060_R014_VT10_RR008_PEEP20_IE050_DEC,COPD,2026-05-07T05:39:53.316159+00:00,True,,60.0,14.0,8,700.0,10.0,0.5,20,decelerating,33.08,31.71,11.71,24.23,0.03,697.2,5.578
VCV_COPD_C060_R014_VT10_RR008_PEEP20_IE033_SQR,COPD,2026-05-07T05:39:53.316646+00:00,True,,60.0,14.0,8,700.0,10.0,0.33,20,square,36.94,31.66,11.66,23.11,0.01,695.9,5.567
VCV_COPD_C060_R014_VT10_RR008_PEEP20_IE033_DEC,COPD,2026-05-07T05:39:53.317120+00:00,True,,60.0,14.0,8,700.0,10.0,0.33,20,decelerating,34.14,31.72,11.72,23.59,0.01,695.9,5.567
VCV_COPD_C060_R014_VT10_RR016_PEEP00_IE100_SQR,COPD,2026-05-07T05:39:53.317530+00:00,True,,60.0,14.0,16,700.0,10.0,1.0,0,square,18.35,11.7,11.7,6.69,1.42,698.13,11.17
VCV_COPD_C060_R014_VT10_RR016_PEEP00_IE100_DEC,COPD,2026-05-07T05:39:53.317939+00:00,True,,60.0,14.0,16,700.0,10.0,1.0,0,decelerating,15.56,11.76,11.76,7.62,1.43,698.13,11.17
VCV_COPD_C060_R014_VT10_RR016_PEEP00_IE050_SQR,COPD,2026-05-07T05:39:53.318348+00:00,True,,60.0,14.0,16,700.0,10.0,0.5,0,square,20.14,11.67,11.67,5.32,0.63,694.4,11.11
VCV_COPD_C060_R014_VT10_RR016_PEEP00_IE050_DEC,COPD,2026-05-07T05:39:53.318756+00:00,True,,60.0,14.0,16,700.0,10.0,0.5,0,decelerating,17.73,11.76,11.76,5.96,0.64,694.4,11.11
VCV_COPD_C060_R014_VT10_RR016_PEEP00_IE033_SQR,COPD,2026-05-07T05:39:53.319164+00:00,True,,60.0,14.0,16,700.0,10.0,0.33,0,square,22.62,11.66,11.66,4.75,0.43,692.14,11.074
VCV_COPD_C060_R014_VT10_RR016_PEEP00_IE033_DEC,COPD,2026-05-07T05:39:53.319574+00:00,True,,60.0,14.0,16,700.0,10.0,0.33,0,decelerating,21.84,11.79,11.79,5.25,0.43,692.14,11.074
VCV_COPD_C060_R014_VT10_RR016_PEEP08_IE100_SQR,COPD,2026-05-07T05:39:53.319990+00:00,True,,60.0,14.0,16,700.0,10.0,1.0,8,square,26.35,19.7,11.7,14.69,1.42,698.13,11.17
VCV_COPD_C060_R014_VT10_RR016_PEEP08_IE100_DEC,COPD,2026-05-07T05:39:53.320400+00:00,True,,60.0,14.0,16,700.0,10.0,1.0,8,decelerating,23.56,19.76,11.76,15.62,1.43,698.13,11.17
VCV_COPD_C060_R014_VT10_RR016_PEEP08_IE050_SQR,COPD,2026-05-07T05:39:53.320806+00:00,True,,60.0,14.0,16,700.0,10.0,0.5,8,square,28.14,19.67,11.67,13.32,0.63,694.4,11.11
VCV_COPD_C060_R014_VT10_RR016_PEEP08_IE050_DEC,COPD,2026-05-07T05:39:53.321213+00:00,True,,60.0,14.0,16,700.0,10.0,0.5,8,decelerating,25.73,19.76,11.76,13.96,0.64,694.4,11.11
VCV_COPD_C060_R014_VT10_RR016_PEEP08_IE033_SQR,COPD,2026-05-07T05:39:53.321634+00:00,True,,60.0,14.0,16,700.0,10.0,0.33,8,square,30.62,19.66,11.66,12.75,0.43,692.14,11.074
VCV_COPD_C060_R014_VT10_RR016_PEEP08_IE033_DEC,COPD,2026-05-07T05:39:53.322042+00:00,True,,60.0,14.0,16,700.0,10.0,0.33,8,decelerating,29.84,19.79,11.79,13.25,0.43,692.14,11.074
VCV_COPD_C060_R014_VT10_RR016_PEEP16_IE100_SQR,COPD,2026-05-07T05:39:53.322456+00:00,True,,60.0,14.0,16,700.0,10.0,1.0,16,square,34.35,27.7,11.7,22.69,1.42,698.13,11.17
VCV_COPD_C060_R014_VT10_RR016_PEEP16_IE100_DEC,COPD,2026-05-07T05:39:53.322870+00:00,True,,60.0,14.0,16,700.0,10.0,1.0,16,decelerating,31.56,27.76,11.76,23.62,1.43,698.13,11.17
VCV_COPD_C060_R014_VT10_RR016_PEEP16_IE050_SQR,COPD,2026-05-07T05:39:53.323277+00:00,True,,60.0,14.0,16,700.0,10.0,0.5,16,square,36.14,27.67,11.67,21.32,0.63,694.4,11.11
VCV_COPD_C060_R014_VT10_RR016_PEEP16_IE050_DEC,COPD,2026-05-07T05:39:53.323689+00:00,True,,60.0,14.0,16,700.0,10.0,0.5,16,decelerating,33.73,27.76,11.76,21.96,0.64,694.4,11.11
VCV_COPD_C060_R014_VT10_RR016_PEEP16_IE033_SQR,COPD,2026-05-07T05:39:53.324095+00:00,True,,60.0,14.0,16,700.0,10.0,0.33,16,square,38.62,27.66,11.66,20.75,0.43,692.14,11.074
VCV_COPD_C060_R014_VT10_RR016_PEEP16_IE033_DEC,COPD,2026-05-07T05:39:53.324504+00:00,True,,60.0,14.0,16,700.0,10.0,0.33,16,decelerating,37.84,27.79,11.79,21.25,0.43,692.14,11.074
VCV_COPD_C060_R014_VT10_RR016_PEEP20_IE100_SQR,COPD,2026-05-07T05:39:53.324927+00:00,True,,60.0,14.0,16,700.0,10.0,1.0,20,square,38.35,31.7,11.7,26.69,1.42,698.13,11.17
VCV_COPD_C060_R014_VT10_RR016_PEEP20_IE100_DEC,COPD,2026-05-07T05:39:53.325334+00:00,True,,60.0,14.0,16,700.0,10.0,1.0,20,decelerating,35.56,31.76,11.76,27.62,1.43,698.13,11.17
VCV_COPD_C060_R014_VT10_RR016_PEEP20_IE050_SQR,COPD,2026-05-07T05:39:53.325745+00:00,True,,60.0,14.0,16,700.0,10.0,0.5,20,square,40.14,31.67,11.67,25.32,0.63,694.4,11.11
VCV_COPD_C060_R014_VT10_RR016_PEEP20_IE050_DEC,COPD,2026-05-07T05:39:53.326160+00:00,True,,60.0,14.0,16,700.0,10.0,0.5,20,decelerating,37.73,31.76,11.76,25.96,0.64,694.4,11.11
VCV_COPD_C060_R014_VT10_RR016_PEEP20_IE033_SQR,COPD,2026-05-07T05:39:53.326579+00:00,True,,60.0,14.0,16,700.0,10.0,0.33,20,square,42.62,31.66,11.66,24.75,0.43,692.14,11.074
VCV_COPD_C060_R014_VT10_RR016_PEEP20_IE033_DEC,COPD,2026-05-07T05:39:53.326987+00:00,True,,60.0,14.0,16,700.0,10.0,0.33,20,decelerating,41.84,31.79,11.79,25.25,0.43,692.14,11.074
VCV_COPD_C060_R014_VT10_RR024_PEEP00_IE100_SQR,COPD,2026-05-07T05:39:53.327371+00:00,True,,60.0,14.0,24,700.0,10.0,1.0,0,square,22.96,11.67,11.67,9.04,3.46,694.4,16.666
VCV_COPD_C060_R014_VT10_RR024_PEEP00_IE100_DEC,COPD,2026-05-07T05:39:53.327757+00:00,True,,60.0,14.0,24,700.0,10.0,1.0,0,decelerating,20.57,11.76,11.76,9.98,3.48,694.4,16.666
VCV_COPD_C060_R014_VT10_RR024_PEEP00_IE050_SQR,COPD,2026-05-07T05:39:53.328150+00:00,True,,60.0,14.0,24,700.0,10.0,0.5,0,square,25.26,11.62,11.62,7.14,1.88,688.8,16.531
VCV_COPD_C060_R014_VT10_RR024_PEEP00_IE050_DEC,COPD,2026-05-07T05:39:53.328543+00:00,True,,60.0,14.0,24,700.0,10.0,0.5,0,decelerating,25.7,11.76,11.76,7.8,1.9,688.8,16.531
VCV_COPD_C060_R014_VT10_RR024_PEEP00_IE033_SQR,COPD,2026-05-07T05:39:53.328941+00:00,True,,60.0,14.0,24,700.0,10.0,0.33,0,square,28.87,11.66,11.66,6.47,1.41,688.38,16.521
VCV_COPD_C060_R014_VT10_RR024_PEEP00_IE033_DEC,COPD,2026-05-07T05:39:53.329352+00:00,True,,60.0,14.0,24,700.0,10.0,0.33,0,decelerating,33.41,11.85,11.85,7.01,1.43,688.38,16.521
VCV_COPD_C060_R014_VT10_RR024_PEEP08_IE100_SQR,COPD,2026-05-07T05:39:53.329737+00:00,True,,60.0,14.0,24,700.0,10.0,1.0,8,square,30.96,19.67,11.67,17.04,3.46,694.4,16.666
VCV_COPD_C060_R014_VT10_RR024_PEEP08_IE100_DEC,COPD,2026-05-07T05:39:53.330120+00:00,True,,60.0,14.0,24,700.0,10.0,1.0,8,decelerating,28.57,19.76,11.76,17.98,3.48,694.4,16.666
VCV_COPD_C060_R014_VT10_RR024_PEEP08_IE050_SQR,COPD,2026-05-07T05:39:53.330513+00:00,True,,60.0,14.0,24,700.0,10.0,0.5,8,square,33.26,19.62,11.62,15.14,1.88,688.8,16.531
VCV_COPD_C060_R014_VT10_RR024_PEEP08_IE050_DEC,COPD,2026-05-07T05:39:53.330906+00:00,True,,60.0,14.0,24,700.0,10.0,0.5,8,decelerating,33.7,19.76,11.76,15.8,1.9,688.8,16.531
VCV_COPD_C060_R014_VT10_RR024_PEEP08_IE033_SQR,COPD,2026-05-07T05:39:53.331319+00:00,True,,60.0,14.0,24,700.0,10.0,0.33,8,square,36.87,19.66,11.66,14.47,1.41,688.38,16.521
VCV_COPD_C060_R014_VT10_RR024_PEEP08_IE033_DEC,COPD,2026-05-07T05:39:53.331715+00:00,True,,60.0,14.0,24,700.0,10.0,0.33,8,decelerating,41.41,19.85,11.85,15.01,1.43,688.38,16.521
VCV_COPD_C060_R014_VT10_RR024_PEEP16_IE100_SQR,COPD,2026-05-07T05:39:53.332098+00:00,True,,60.0,14.0,24,700.0,10.0,1.0,16,square,38.96,27.67,11.67,25.04,3.46,694.4,16.666
VCV_COPD_C060_R014_VT10_RR024_PEEP16_IE100_DEC,COPD,2026-05-07T05:39:53.332480+00:00,True,,60.0,14.0,24,700.0,10.0,1.0,16,decelerating,36.57,27.76,11.76,25.98,3.48,694.4,16.666
VCV_COPD_C060_R014_VT10_RR024_PEEP16_IE050_SQR,COPD,2026-05-07T05:39:53.332872+00:00,True,,60.0,14.0,24,700.0,10.0,0.5,16,square,41.26,27.62,11.62,23.14,1.88,688.8,16.531
VCV_COPD_C060_R014_VT10_RR024_PEEP16_IE050_DEC,COPD,2026-05-07T05:39:53.333268+00:00,True,,60.0,14.0,24,700.0,10.0,0.5,16,decelerating,41.7,27.76,11.76,23.8,1.9,688.8,16.531
VCV_COPD_C060_R014_VT10_RR024_PEEP16_IE033_SQR,COPD,2026-05-07T05:39:53.333665+00:00,True,,60.0,14.0,24,700.0,10.0,0.33,16,square,44.87,27.66,11.66,22.47,1.41,688.38,16.521
VCV_COPD_C060_R014_VT10_RR024_PEEP16_IE033_DEC,COPD,2026-05-07T05:39:53.334058+00:00,True,,60.0,14.0,24,700.0,10.0,0.33,16,decelerating,49.41,27.85,11.85,23.01,1.43,688.38,16.521
VCV_COPD_C060_R014_VT10_RR024_PEEP20_IE100_SQR,COPD,2026-05-07T05:39:53.334441+00:00,True,,60.0,14.0,24,700.0,10.0,1.0,20,square,42.96,31.67,11.67,29.04,3.46,694.4,16.666
VCV_COPD_C060_R014_VT10_RR024_PEEP20_IE100_DEC,COPD,2026-05-07T05:39:53.334828+00:00,True,,60.0,14.0,24,700.0,10.0,1.0,20,decelerating,40.57,31.76,11.76,29.98,3.48,694.4,16.666
VCV_COPD_C060_R014_VT10_RR024_PEEP20_IE050_SQR,COPD,2026-05-07T05:39:53.335221+00:00,True,,60.0,14.0,24,700.0,10.0,0.5,20,square,45.26,31.62,11.62,27.14,1.88,688.8,16.531
VCV_COPD_C060_R014_VT10_RR024_PEEP20_IE050_DEC,COPD,2026-05-07T05:39:53.335617+00:00,True,,60.0,14.0,24,700.0,10.0,0.5,20,decelerating,45.7,31.76,11.76,27.8,1.9,688.8,16.531
VCV_COPD_C060_R014_VT10_RR024_PEEP20_IE033_SQR,COPD,2026-05-07T05:39:53.336011+00:00,True,,60.0,14.0,24,700.0,10.0,0.33,20,square,48.87,31.66,11.66,26.47,1.41,688.38,16.521
VCV_COPD_C060_R014_VT10_RR024_PEEP20_IE033_DEC,COPD,2026-05-07T05:39:53.336406+00:00,False,PPeak 53.4 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,14.0,24,700.0,10.0,0.33,20,decelerating,53.41,31.85,11.85,27.01,1.43,688.38,16.521
VCV_COPD_C060_R014_VT10_RR030_PEEP00_IE100_SQR,COPD,2026-05-07T05:39:53.336787+00:00,True,,60.0,14.0,30,700.0,10.0,1.0,0,square,26.65,11.67,11.67,10.85,5.19,693.0,20.79
VCV_COPD_C060_R014_VT10_RR030_PEEP00_IE100_DEC,COPD,2026-05-07T05:39:53.337167+00:00,True,,60.0,14.0,30,700.0,10.0,1.0,0,decelerating,25.35,11.78,11.78,11.81,5.24,693.0,20.79
VCV_COPD_C060_R014_VT10_RR030_PEEP00_IE050_SQR,COPD,2026-05-07T05:39:53.337557+00:00,True,,60.0,14.0,30,700.0,10.0,0.5,0,square,29.48,11.72,11.72,8.67,3.06,693.0,20.79
VCV_COPD_C060_R014_VT10_RR030_PEEP00_IE050_DEC,COPD,2026-05-07T05:39:53.337945+00:00,True,,60.0,14.0,30,700.0,10.0,0.5,0,decelerating,32.86,11.9,11.9,9.37,3.11,693.0,20.79
VCV_COPD_C060_R014_VT10_RR030_PEEP00_IE033_SQR,COPD,2026-05-07T05:39:53.338333+00:00,True,,60.0,14.0,30,700.0,10.0,0.33,0,square,33.89,11.76,11.76,7.86,2.39,691.2,20.736
VCV_COPD_C060_R014_VT10_RR030_PEEP00_IE033_DEC,COPD,2026-05-07T05:39:53.338720+00:00,True,,60.0,14.0,30,700.0,10.0,0.33,0,decelerating,42.4,11.99,11.99,8.44,2.44,691.2,20.736
VCV_COPD_C060_R014_VT10_RR030_PEEP08_IE100_SQR,COPD,2026-05-07T05:39:53.339097+00:00,True,,60.0,14.0,30,700.0,10.0,1.0,8,square,34.65,19.67,11.67,18.85,5.19,693.0,20.79
